section,model,seed,scope,horizon,n,positive_count,prevalence,event_type,rmse_kw,mae_kw,diff_mae_kw,backbone_parameters,power_head_parameters,event_head_parameters,total_parameters,actual_epochs,best_epoch,stop_reason,numerically_finite,training_seconds,mean_epoch_seconds,inference_ms_per_sample,threshold_kw,step_pos_weight,artifact_source,best_validation_objective,auroc,auprc,brier,f1,precision,recall,miss_rate,onset_time_mae_steps,onset_time_mae_minutes,onset_time_n,up_count,down_count,up_recall,down_recall,direction_accuracy,identification_rate,probability_bin,mean_predicted_probability,observed_event_rate
reliability,STEP_MULTITASK,42,full_timeline,12,3735,,,,,,,19136,55308,55308,129752,10,5,early_stopping,True,55.38851059999979,5.523994940000193,0.0384415091086687,0.15069979429244995,8.999551200538559,,0.1797820584875518,,,,,,,,,,,,,,,,,"[0.9,1.0]",0.9923906326293945,0.33306559571619815
power,STEP_MULTITASK,43,full_timeline,3,,,,,0.4409744143486023,0.22989356517791748,0.14455513656139374,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,43,full_timeline,6,,,,,0.46710166335105896,0.2410159707069397,0.14113907516002655,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,43,full_timeline,12,,,,,0.5075574517250061,0.2641327381134033,0.13799230754375458,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,43,daylight,12,,,,,0.701549232006073,0.4422128200531006,0.13799230754375458,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,43,ramp_step,12,,,,,0.9917497634887695,0.7461536526679993,0.13799230754375458,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,43,onset_near,12,,,,,0.8394957184791565,0.5919643044471741,0.13799230754375458,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\43\test_predictions.npz,0.1838239411796456,,,,,,,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,all12,208812,36486,0.1747313372794667,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9329941644744091,0.6807268006197906,0.1414237516093531,0.637217442297296,0.4786169495258152,0.953023077344735,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,daylight,all12,107560,36486,0.3392153216809223,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.8376158470072067,0.6807478057742512,0.27437174745076337,0.6372232810438352,0.47862353750860287,0.953023077344735,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,sunrise_sunset_transition,all12,69636,10077,0.14470963294847491,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.8724685358692335,0.5065452555931986,0.17670532652992554,0.4909008189262966,0.34402773902993106,0.8566041480599385,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,1,17401,3046,0.1750474110683294,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9437978169633023,0.7307704505240568,0.14129564933145894,0.63998254989639,0.4791768740813327,0.9632304661851608,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,2,17401,3045,0.174989943106718,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9408339818666872,0.7169869389729089,0.14193766764260793,0.6371469080597666,0.4769758327890268,0.9592775041050903,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,3,17401,3044,0.1749324751451066,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9385972832621723,0.7045662103052241,0.14028527378264619,0.6417301114421273,0.48313673367669047,0.9553219448094612,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,4,17401,3043,0.1748750071834952,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9366545503217406,0.6954815348643832,0.14070157799866492,0.6395927852163329,0.48214881548214883,0.9497206703910615,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,5,17401,3042,0.1748175392218838,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9350099832697185,0.6833084332754271,0.14005303534452848,0.6371954580531364,0.4793498092552662,0.9500328731097962,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,6,17401,3041,0.1747600712602724,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9314758193271346,0.6769627385071045,0.14275581087594838,0.6344157278550917,0.4776317977714951,0.9444261756001315,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,7,17401,3040,0.174702603298661,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9321980972773484,0.6684416923890165,0.13803953516968492,0.6498479558508841,0.49409145401609866,0.9490131578947368,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,8,17401,3039,0.1746451353370496,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9305359528194466,0.6570533921850554,0.14011604572341002,0.6459170013386881,0.48860759493670886,0.9526159921026653,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,9,17401,3038,0.17458766737543818,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9286139634347762,0.6627464363549022,0.1372043688674038,0.6457551994544835,0.49314355146675926,0.935154707044108,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,10,17401,3037,0.1745301994138268,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9283425494735998,0.6523211556117445,0.1406460043092192,0.6356946732564525,0.476928147659855,0.9529140599275601,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,11,17401,3036,0.1744727314522154,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9265736902614732,0.6444341794389227,0.14659559657453777,0.6188759278897137,0.45636534250860183,0.961133069828722,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,43,full_timeline,12,17401,3035,0.174415263490604,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9259136126140777,0.6411262342143942,0.1474544536921268,0.6223262743428754,0.45960389814523733,0.9634266886326195,,,,,,,,,,,,,
first_onset,STEP_MULTITASK,43,full_timeline,12,17401,5623,0.3231423481409114,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9490937960183242,0.8604106784215879,0.18018926013404463,0.551093439363817,0.6247464503042597,0.49297528009959096,0.507024719900409,2.7496392496392494,13.748196248196248,2772,3125,2498,0.424,0.2618094475580464,0.713924963924964,,,,
first_onset,STEP_MULTITASK,43,daylight,12,9655,5623,0.5823925427239772,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.8513182773628154,0.8604166666858093,0.32399769463512695,0.551093439363817,0.6247464503042597,0.49297528009959096,0.507024719900409,2.7496392496392494,13.748196248196248,2772,3125,2498,0.424,0.2618094475580464,0.713924963924964,,,,
first_onset,STEP_MULTITASK,43,sunrise_sunset_transition,12,7134,2742,0.3843566021867115,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,0.9038013715009984,0.8165141193191613,0.2305018224505499,0.6070878274268104,0.643265306122449,0.574762946754194,0.42523705324580596,3.262690355329949,16.313451776649746,1576,1660,1082,0.5403614457831325,0.2800369685767098,0.7614213197969543,,,,
onset_lead,STEP_MULTITASK,43,full_timeline,1,930,930,0.05344520429860353,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,499,431,,,,0.9795698924731183,,,
onset_lead,STEP_MULTITASK,43,full_timeline,2,930,930,0.05344520429860353,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,499,431,,,,0.4827956989247312,,,
onset_lead,STEP_MULTITASK,43,full_timeline,3,771,771,0.044307798402390665,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,416,355,,,,0.39169909208819714,,,
onset_lead,STEP_MULTITASK,43,full_timeline,4,633,633,0.03637721970001724,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,348,285,,,,0.3696682464454976,,,
onset_lead,STEP_MULTITASK,43,full_timeline,5,511,511,0.02936612838342624,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,280,231,,,,0.3698630136986301,,,
onset_lead,STEP_MULTITASK,43,full_timeline,6,426,426,0.0244813516464571,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,238,188,,,,0.37089201877934275,,,
onset_lead,STEP_MULTITASK,43,full_timeline,7,345,345,0.019826446755933567,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,198,147,,,,0.3884057971014493,,,
onset_lead,STEP_MULTITASK,43,full_timeline,8,283,283,0.016263433136026666,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,167,116,,,,0.3710247349823322,,,
onset_lead,STEP_MULTITASK,43,full_timeline,9,242,242,0.013907246709959197,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,144,98,,,,0.35537190082644626,,,
onset_lead,STEP_MULTITASK,43,full_timeline,10,210,210,0.012068271938394345,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,125,85,,,,0.3523809523809524,,,
onset_lead,STEP_MULTITASK,43,full_timeline,11,182,182,0.010459169013275099,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,111,71,,,,0.3791208791208791,,,
onset_lead,STEP_MULTITASK,43,full_timeline,12,160,160,0.009194873857824262,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,100,60,,,,0.38125,,,
reliability,STEP_MULTITASK,43,full_timeline,12,7846,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.0,0.1)",0.003872038796544075,0.0
reliability,STEP_MULTITASK,43,full_timeline,12,220,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.1,0.2)",0.14660301804542542,0.00909090909090909
reliability,STEP_MULTITASK,43,full_timeline,12,156,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.2,0.3)",0.2479427605867386,0.03205128205128205
reliability,STEP_MULTITASK,43,full_timeline,12,130,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.3,0.4)",0.35136693716049194,0.09230769230769231
reliability,STEP_MULTITASK,43,full_timeline,12,125,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.4,0.5)",0.45208030939102173,0.128
reliability,STEP_MULTITASK,43,full_timeline,12,120,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.5,0.6)",0.5488215088844299,0.23333333333333334
reliability,STEP_MULTITASK,43,full_timeline,12,152,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.6,0.7)",0.649169921875,0.23684210526315788
reliability,STEP_MULTITASK,43,full_timeline,12,174,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.7,0.8)",0.7509744763374329,0.27011494252873564
reliability,STEP_MULTITASK,43,full_timeline,12,222,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.8,0.9)",0.8550680875778198,0.3108108108108108
reliability,STEP_MULTITASK,43,full_timeline,12,3607,,,,,,,19136,55308,55308,129752,11,6,early_stopping,True,63.82773140000063,5.78648009090896,0.0387330555715139,0.15069979429244995,8.999551200538559,,0.1838239411796456,,,,,,,,,,,,,,,,,"[0.9,1.0]",0.9897938966751099,0.3507069586914333
power,STEP_MULTITASK,44,full_timeline,3,,,,,0.42582637071609497,0.2276548594236374,0.14788423478603363,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,44,full_timeline,6,,,,,0.45851776003837585,0.24290549755096436,0.14791308343410492,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,44,full_timeline,12,,,,,0.4983415901660919,0.2702533006668091,0.14219236373901367,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,44,daylight,12,,,,,0.6886462569236755,0.4598153829574585,0.14219236373901367,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,44,ramp_step,12,,,,,0.9575517177581787,0.7269831299781799,0.14219236373901367,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
power,STEP_MULTITASK,44,onset_near,12,,,,,0.8154330253601074,0.5898060202598572,0.14219236373901367,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_joint_trajectory_onset_screen\results\STEP_MULTITASK\44\test_predictions.npz,0.1813793544529303,,,,,,,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,all12,208812,36486,0.1747313372794667,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9324814676228431,0.668037398503866,0.15800348360251393,0.6121445042275173,0.44461813309513176,0.9822397631968426,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,daylight,all12,107560,36486,0.3392153216809223,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.8364442059797761,0.6680899702842631,0.3050306072968057,0.6130869899923018,0.4456132497761862,0.9822397631968426,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,sunrise_sunset_transition,all12,69636,10077,0.14470963294847491,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.8814194163028263,0.5091665915736661,0.22708187368462637,0.45719391474053,0.2995809195118945,0.9647712612880818,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,1,17401,3046,0.1750474110683294,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9446790109988877,0.714601471359294,0.15075829398832127,0.6299655927431967,0.4615737203972498,0.9917925147734734,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,2,17401,3045,0.174989943106718,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9407165595843165,0.6947500027049608,0.14980934868031123,0.6380901856763925,0.4713166144200627,0.9875205254515599,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,3,17401,3044,0.1749324751451066,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9397118823849542,0.6882166421004834,0.1540881832200093,0.6267348429510592,0.4592445328031809,0.9865308804204993,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,4,17401,3043,0.1748750071834952,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9381909856206464,0.6831305823039636,0.15725876782080062,0.6182867745593238,0.4504355662361069,0.9855405849490634,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,5,17401,3042,0.1748175392218838,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9360238092981428,0.6774596735696189,0.15641626057348074,0.6217282924802658,0.4544488308533252,0.9838921761998685,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,6,17401,3041,0.1747600712602724,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9336530279311801,0.6704836023260529,0.1588020922013509,0.6124872057318321,0.44464259176697873,0.9838868793160145,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,7,17401,3040,0.174702603298661,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9322589231068059,0.669590213189019,0.15714735539714142,0.6128070716414842,0.44565704888623114,0.9805921052631579,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,8,17401,3039,0.1746451353370496,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9289441159463483,0.6522599153014425,0.16479811249136664,0.6057789452414629,0.4370899548039073,0.9865087199736755,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,9,17401,3038,0.17458766737543818,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9259507905548953,0.6424193386387379,0.16050928293621403,0.6081274249540535,0.440793368857312,0.9802501645819618,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,10,17401,3037,0.1745301994138268,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9242768479571593,0.6405431437446331,0.1617684538491186,0.5973737373737373,0.4308611394433921,0.9736582153440896,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,11,17401,3036,0.1744727314522154,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9227593509513636,0.6333296395258332,0.16430507268788916,0.5878505599048657,0.4204110559886605,0.9769433465085638,,,,,,,,,,,,,
ramp_step,STEP_MULTITASK,44,full_timeline,12,17401,3035,0.174415263490604,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9217027275410709,0.6303550738433218,0.16038057938416317,0.5897795591182364,0.42375809935205183,0.9696869851729819,,,,,,,,,,,,,
first_onset,STEP_MULTITASK,44,full_timeline,12,17401,5623,0.3231423481409114,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.9546371341270012,0.8603404130150557,0.19505466213467915,0.5501295212510794,0.5972916666666667,0.5098701760626,0.49012982393739996,2.2957795605162192,11.478897802581097,2867,3125,2498,0.3968,0.2734187349879904,0.670735960934775,,,,
first_onset,STEP_MULTITASK,44,daylight,12,9655,5623,0.5823925427239772,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.8675247671835348,0.8603508375376588,0.34625465068953337,0.5502879078694818,0.597665207421305,0.5098701760626,0.49012982393739996,2.2957795605162192,11.478897802581097,2867,3125,2498,0.3968,0.2734187349879904,0.670735960934775,,,,
first_onset,STEP_MULTITASK,44,sunrise_sunset_transition,12,7134,2742,0.3843566021867115,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,0.918480894577901,0.8200364352309959,0.26482658904267103,0.6163317037841752,0.6120100683207479,0.6207148067104303,0.37928519328956967,2.461809635722679,12.309048178613395,1702,1660,1082,0.49216867469879516,0.2735674676524954,0.6539365452408931,,,,
onset_lead,STEP_MULTITASK,44,full_timeline,1,930,930,0.05344520429860353,,,,,19136,55308,55308,129752,13,8,early_stopping,True,78.83747299999959,6.0492270076925845,0.0393681282684127,0.15069979429244995,8.999551200538559,,0.1813793544529303,,,,,,,,,,,499,431,,,,0.9924731182795699,,,
